Scope,Group,horizon,MAE,RMSE,R2,Bias,Count
Global,All,1,1.2553399898632152,2.302558191218636,0.9062341175431592,0.07597900975561485,375906.0
Global,All,3,2.311565179909313,3.645109550035559,0.7644901538044517,0.17909327342286915,374872.0
Global,All,6,3.0473771721250476,4.58162571056151,0.627841235986748,0.2866219643819842,373321.0
Global,All,12,3.6701732057565226,5.369048202218605,0.4893800396328972,0.35568915198478074,370219.0
Global,All,24,4.214486925919497,6.052247110763841,0.3505796474395073,0.4429060140132156,364015.0
Country,AT,1,0.9137030343082285,1.627565400810822,0.9528337660124496,0.041367500208213344,159831.0
Country,BE,1,1.2848121630375324,2.691440324516165,0.891823456972194,0.035105576461727524,82411.0
Country,ES,1,2.5107865882606895,3.574399240733108,0.7553876760632734,0.23220898256636127,50638.0
Country,FI,1,0.7411306868624825,1.4395638157260042,0.8780664973797488,0.13114115419285843,44255.0
Country,FR,1,1.5483005231093674,2.4563401344610774,0.9004527571415026,0.038529334183473075,38771.0
Country,AT,3,1.9538617468670672,3.110017096395738,0.8277828969840166,0.09290125802688139,159755.0
Country,BE,3,2.6545591654052654,4.206248859597146,0.7333240423179836,0.10139058111005947,82099.0
Country,ES,3,3.4308801509213724,4.818817754761776,0.5552845094800327,0.4597701224027573,50348.0
Country,FI,3,1.4371112476715968,2.291327922350125,0.6907490651495112,0.3046015932883453,44113.0
Country,FR,3,2.602172978304389,3.886514729071533,0.7513758749982498,0.1915644783690593,38557.0
Country,AT,6,2.7238001796058007,4.1071753264797515,0.6996484119120872,0.181274929941096,159641.0
Country,BE,6,3.5628708834014904,5.357022460821477,0.5661142223295812,0.1542770611097568,81631.0
Country,ES,6,3.9905768944446516,5.509821737584183,0.41937498549299823,0.605739817681307,49913.0
Country,FI,6,1.9275273949897933,2.8680211518919045,0.5158107973261474,0.500225145465812,43900.0
Country,FR,6,3.352308780914079,4.917289600883305,0.6033202136861774,0.3471890650955494,38236.0
Country,AT,12,3.484228089467556,5.05079991911445,0.5458721923756812,0.24481673572647838,159413.0
Country,BE,12,4.269408048354279,6.3060994600074265,0.3984033371336313,0.15708453366647668,80695.0
Country,ES,12,4.317848241200804,5.916834894958219,0.33230574911755484,0.7123439100675164,49043.0
Country,FI,12,2.310477677674044,3.308641086644394,0.3566584512827987,0.6212305479161929,43474.0
Country,FR,12,3.899845223209064,5.658290970489727,0.4771305598748282,0.47978709901905525,37594.0
Country,AT,24,4.192922485957395,5.9099658672657736,0.3779911024826885,0.3247313910329735,158957.0
Country,BE,24,4.8466696802192715,7.050202666974798,0.24504461199387662,0.3136891174281035,78823.0
Country,ES,24,4.632696023542484,6.3007168451521505,0.24674803236890086,0.7487388498631302,47303.0
Country,FI,24,2.5642305063460986,3.6117461389386354,0.2334423734114831,0.6080825379317638,42622.0
Country,FR,24,4.328834532944609,6.275498704799478,0.35609351809206313,0.6484411984784805,36310.0
StationArea,rural,1,0.4660902370765621,0.9579606626880912,0.9087800183560267,0.11557172677559849,11062.0
StationArea,rural-nearcity,1,0.8015208581669149,1.4087868334111047,0.9603315898274807,0.04879614229890914,16840.0
StationArea,suburban,1,1.0969639291973834,2.2119927376580595,0.9136872381671421,0.05198447475706005,105923.0
StationArea,urban,1,1.3922721010863124,2.4314099033531096,0.8972366649893977,0.08655959221746766,242081.0
StationArea,rural,3,0.9939763945777621,1.664945308504526,0.724204657830946,0.21482430977751774,11026.0
StationArea,rural-nearcity,3,1.7603483977186218,2.8335623455744368,0.8394704735943885,0.12768508588788866,16832.0
StationArea,suburban,3,2.1820180651408196,3.5017953837518814,0.781682608054558,0.12084478015379178,105703.0
StationArea,urban,3,2.4669635392765756,3.8187256796855897,0.7466631108880956,0.20656144805959828,241311.0
StationArea,rural,6,1.3598234712784107,2.123075294949731,0.5524240586420706,0.33925907011433465,10972.0
StationArea,rural-nearcity,6,2.4741075082395336,3.781551911185539,0.713939837164274,0.2890383529719601,16820.0
StationArea,suburban,6,2.9386400894366744,4.463365840457859,0.6438878070558498,0.2101288968549559,105373.0
StationArea,urban,6,3.2123373961726083,4.762599988062348,0.6065004654889425,0.31761068015151234,240156.0
StationArea,rural,12,1.6729379209949997,2.4946305939262534,0.3853585153718131,0.4417173507930184,10864.0
StationArea,rural-nearcity,12,3.204437648964138,4.712977877648292,0.5555706010179893,0.41168938317679776,16796.0
StationArea,suburban,12,3.6066582103237095,5.3246463652071805,0.49210944048902117,0.2586784942292457,104713.0
StationArea,urban,12,3.8222518796139346,5.525872781143232,0.4714632602467935,0.3905145716706345,237846.0
StationArea,rural,24,1.9386778966973763,2.797933874543862,0.23301036216433668,0.443568101619784,10648.0
StationArea,rural-nearcity,24,3.8441785523111047,5.469613647100073,0.4005679444400555,0.567913203865008,16748.0
StationArea,suburban,24,4.200514130347281,6.054461467070353,0.3401320096641477,0.33912192852876827,103393.0
StationArea,urban,24,4.351175924731587,6.197967692035191,0.33574032188790726,0.47990822485600726,233226.0
