Scope,Group,horizon,MAE,RMSE,R2,Bias,Count
Global,All,1,1.1815464496612549,2.0294788561704262,0.9297571182250977,-0.01917423866689205,91018.0
Global,All,3,2.197481870651245,3.3920446842867142,0.8040162920951843,-0.032466135919094086,90792.0
Global,All,6,2.962069034576416,4.360938226036194,0.6766581535339355,-0.041641514748334885,90453.0
Global,All,12,3.624223470687866,5.181555961897864,0.5451021194458008,-0.07891213148832321,89775.0
Global,All,24,4.100437164306641,5.821558630758383,0.4290596842765808,-0.15028861165046692,88419.0
Country,AT,1,0.9373583793640137,1.5872392244993143,0.963287889957428,-0.01450743805617094,42400.0
Country,BE,1,1.265496850013733,2.1099196119497967,0.9202565550804138,0.007863558828830719,18798.0
Country,ES,1,2.6171786785125732,3.8219182982842224,0.7264850735664368,0.016343187540769577,8829.0
Country,FI,1,0.7090314626693726,1.1655797095614828,0.9203935861587524,-0.11110088229179382,12251.0
Country,FR,1,1.3976861238479614,2.106167763935558,0.8895792961120605,-0.006991016678512096,8740.0
Country,AT,3,1.9119737148284912,2.976117118294682,0.870988130569458,-0.0618131048977375,42380.0
Country,BE,3,2.5270423889160156,3.7940884635557866,0.742730438709259,0.08648770302534103,18720.0
Country,ES,3,3.645443916320801,5.252680502926131,0.4850231409072876,0.05057168006896973,8773.0
Country,FI,3,1.5060880184173584,2.2330476245986306,0.7078053951263428,-0.25817713141441345,12227.0
Country,FR,3,2.390899658203125,3.3368097455892323,0.722475528717041,0.08812598139047623,8692.0
Country,AT,6,2.6667094230651855,4.000230782526998,0.7670724987983704,-0.14284907281398773,42350.0
Country,BE,6,3.471997022628784,4.972475394700644,0.5592195987701416,0.2054058164358139,18603.0
Country,ES,6,4.225011825561523,5.976711535621348,0.33677077293395996,0.04539809003472328,8689.0
Country,FI,6,2.1604814529418945,3.0301085220391815,0.46162140369415283,-0.3430948853492737,12191.0
Country,FR,6,3.1732912063598633,4.311744070834104,0.5361592769622803,0.261032372713089,8620.0
Country,AT,12,3.3903634548187256,4.983496131066472,0.6388910412788391,-0.22198159992694855,42290.0
Country,BE,12,4.173953533172607,5.830059804200695,0.3969820737838745,0.25987520813941956,18369.0
Country,ES,12,4.633901119232178,6.423119937114867,0.2365819811820984,0.003766265232115984,8521.0
Country,FI,12,2.803759813308716,3.7836209264894194,0.16017335653305054,-0.4373551905155182,12119.0
Country,FR,12,3.757737874984741,4.985230758055194,0.3837794065475464,0.3300888240337372,8476.0
Country,AT,24,4.013303756713867,5.844587459836973,0.5045800805091858,-0.29700425267219543,42170.0
Country,BE,24,4.6248908042907715,6.396455748981747,0.27561795711517334,0.17906786501407623,17901.0
Country,ES,24,4.9294939041137695,6.832185633350755,0.1487964391708374,0.008439301513135433,8185.0
Country,FI,24,3.164769411087036,4.22076932827822,-0.049483418464660645,-0.4679288864135742,11975.0
Country,FR,24,3.942279577255249,5.27993162053075,0.31417763233184814,0.1911555379629135,8188.0
StationArea,rural,1,0.5851606726646423,0.9435243955853485,0.9349368810653687,-0.08572826534509659,2926.0
StationArea,rural-nearcity,1,0.8065878748893738,1.2671187263386898,0.9693399667739868,-0.0024447764735668898,4240.0
StationArea,suburban,1,1.015589714050293,1.7451143184695919,0.9485893845558167,-0.044647205621004105,24174.0
StationArea,urban,1,1.3046518564224243,2.211430902321433,0.9172878861427307,-0.006781263742595911,59678.0
StationArea,rural,3,1.3476636409759521,2.0351898717757186,0.6978296041488647,-0.2718139588832855,2920.0
StationArea,rural-nearcity,3,1.6818413734436035,2.4873406325619736,0.8819110989570618,-0.02535906247794628,4238.0
StationArea,suburban,3,2.0353853702545166,3.151133403020699,0.832633912563324,-0.1069905161857605,24122.0
StationArea,urban,3,2.341601848602295,3.589568915239463,0.7823382019996643,0.008978503756225109,59512.0
StationArea,rural,6,1.9644930362701416,2.835178914824414,0.41480720043182373,-0.437566339969635,2911.0
StationArea,rural-nearcity,6,2.3355205059051514,3.3715292427189887,0.783183753490448,-0.08368436247110367,4235.0
StationArea,suburban,6,2.8118371963500977,4.184299669449462,0.7054855823516846,-0.1744147539138794,24044.0
StationArea,urban,6,3.116795539855957,4.551506279422351,0.6507143974304199,0.03467908874154091,59263.0
StationArea,rural,12,2.5340940952301025,3.458834799446316,0.13121002912521362,-0.5945755243301392,2893.0
StationArea,rural-nearcity,12,2.9400711059570312,4.179689097181353,0.667181134223938,-0.13351556658744812,4229.0
StationArea,suburban,12,3.486814022064209,5.064881129776359,0.5700414180755615,-0.28060466051101685,23888.0
StationArea,urban,12,3.7829813957214355,5.3611772804371425,0.5171884298324585,0.03239159286022186,58765.0
StationArea,rural,24,2.8508129119873047,3.839388598207328,-0.06385505199432373,-0.5654488801956177,2857.0
StationArea,rural-nearcity,24,3.5262866020202637,5.000070571401382,0.524986207485199,-0.14990399777889252,4217.0
StationArea,suburban,24,4.020977020263672,5.789362314056529,0.44348621368408203,-0.3969266712665558,23576.0
StationArea,urban,24,4.236578464508057,5.969849170715601,0.404154896736145,-0.029129670932888985,57769.0
