Scope,Group,horizon,MAE,RMSE,R2,Bias,Count
Global,All,1,1.4398472031571599,2.4672302072893046,0.8886871456884271,0.08479458164320818,606635.0
Global,All,3,2.4453251727795147,3.8054157109250344,0.7353276270751159,0.18398680925935312,601349.0
Global,All,6,3.118888920806263,4.675476072094801,0.6000849960027597,0.28963987017493614,599587.0
Global,All,12,3.670255636554776,5.379410998281638,0.4703268915468889,0.360649478783814,597887.0
Global,All,24,4.132372901654322,5.961714033435101,0.35075135587972517,0.4434608555522685,592961.0
Country,AT,1,0.914470992658299,1.6209530469850464,0.9531957978517756,0.04248358718569531,166029.0
Country,BE,1,1.274749143784713,2.476465047786148,0.9058301888185516,0.04390973870651986,126057.0
Country,ES,1,2.350012206760982,3.4044497633555046,0.7819332207382926,0.17411252346354691,142308.0
Country,FI,1,0.8332202747882405,1.5102772946671368,0.8602497759316848,0.10466308610488545,79889.0
Country,FR,1,1.7319741768105708,2.656609076919629,0.8731377459758436,0.061846947887023655,92352.0
Country,AT,3,1.9551188981596244,3.1069420768820524,0.8276512721416676,0.08197599422779057,165990.0
Country,BE,3,2.6127333168087223,4.15706892721574,0.7351109659769125,0.09472914951977367,125452.0
Country,ES,3,3.2769499206802144,4.711327522528291,0.5815626416684827,0.3347192151358978,139872.0
Country,FI,3,1.4754942620590346,2.3482491674170647,0.6636368631332918,0.22611426136346358,79028.0
Country,FR,3,2.67267508557144,3.9186716616602757,0.7249300475902406,0.22483900477278673,91007.0
Country,AT,6,2.714388490828268,4.091871003700317,0.7003775373958435,0.17607895454770117,165969.0
Country,BE,6,3.480198450607618,5.267918656288035,0.5744784203095183,0.14083187389773705,125296.0
Country,ES,6,3.826533748514254,5.413016400434572,0.44709931184136553,0.4676414949797394,138989.0
Country,FI,6,1.899520579311054,2.8926745157331863,0.4903788755595634,0.3485292781987114,78684.0
Country,FR,6,3.333494979791258,4.83619622815032,0.5806206384525364,0.3792019866499883,90649.0
Country,AT,12,3.4884499481556213,5.067980894746082,0.5396871981754505,0.2536645278700747,165918.0
Country,BE,12,4.159684452116699,6.173827359507335,0.4155809336179832,0.155335286765604,125090.0
Country,ES,12,4.168811658872823,5.846161560516673,0.35587635316530186,0.5408066762901734,138381.0
Country,FI,12,2.229842977924573,3.2957990051864368,0.33714474774617365,0.4122329438805791,78314.0
Country,FR,12,3.811699592164884,5.463556617969496,0.4631562441535232,0.5210264939034372,90184.0
Country,AT,24,4.205688898802443,5.93374727695046,0.36815880814203616,0.32283757354796566,165770.0
Country,BE,24,4.673368882196406,6.847157219740757,0.2821774095533488,0.3378205490040804,124381.0
Country,ES,24,4.475241435637867,6.21672359893545,0.2758622041283728,0.5538178282419236,136672.0
Country,FI,24,2.477712380647885,3.5815934955885336,0.22165790134093633,0.41297775563488026,77364.0
Country,FR,24,4.15160617229093,5.940219665887238,0.36677811646596814,0.6733812691552582,88774.0
StationArea,rural,1,0.49157013315399267,0.9745094035610405,0.9163926446606842,0.0836664950514982,16874.0
StationArea,rural-nearcity,1,0.8044162834108859,1.3953526731219246,0.9610122695282052,0.05358906345937806,17492.0
StationArea,suburban,1,1.1935029783638762,2.246935517246018,0.9114315312510072,0.07059820814242158,143569.0
StationArea,urban,1,1.5855984952886795,2.6088625015267874,0.8755484280330997,0.0908665233375271,428700.0
StationArea,rural,3,1.0200524019426551,1.6872075793253778,0.7491927726488858,0.17017678293135788,16789.0
StationArea,rural-nearcity,3,1.7631217358669533,2.83893199554564,0.8384211453357799,0.11918500522379151,17488.0
StationArea,suburban,3,2.2672605106933106,3.6401015623704995,0.7677245944260196,0.14045748347749548,142854.0
StationArea,urban,3,2.5898181633927586,3.9523223279882007,0.714488877969575,0.2018631105625417,424218.0
StationArea,rural,6,1.382628495496488,2.1578853417442603,0.5902844001800415,0.24898259366311554,16751.0
StationArea,rural-nearcity,6,2.4678981251806924,3.7719889630507204,0.7135424194576159,0.28349332345958866,17486.0
StationArea,suburban,6,2.99720950584701,4.579969036613393,0.6315758598419048,0.23640458086935043,142655.0
StationArea,urban,6,3.2556908710959167,4.812057051567384,0.57656330400635,0.30947168448691625,422695.0
StationArea,rural,12,1.6872370613192447,2.5612858212841902,0.4241162445567229,0.28534636327340634,16677.0
StationArea,rural-nearcity,12,3.2029000616138004,4.7100812483385015,0.551475790086345,0.42748011533995556,17481.0
StationArea,suburban,12,3.6380716512087403,5.412046238312643,0.485371037546964,0.2858695318716916,142476.0
StationArea,urban,12,3.779040829968017,5.475865975227925,0.45144639685687993,0.38614938362954965,421253.0
StationArea,rural,24,1.9561086471366163,2.8673823559590383,0.278983929875977,0.24171323650981047,16542.0
StationArea,rural-nearcity,24,3.8559369970311623,5.479962831415436,0.3923170723114361,0.5609438759358286,17466.0
StationArea,suburban,24,4.181034393462519,6.096032596428944,0.3492195023636758,0.38655209491183407,141813.0
StationArea,urban,24,4.213705693212515,6.0254152494594555,0.33695484691220645,0.4658891835785499,417140.0
