Scope,Group,horizon,MAE,RMSE,R2,Bias,Count
Global,All,1,1.1935363196699005,2.1803590669997126,0.9159225258536658,-0.0113354343240613,375906.0
Global,All,3,2.1541738586992434,3.486436230523048,0.784547592815901,-0.1661764276372646,374872.0
Global,All,6,2.904879751911808,4.509464957276237,0.6394719421462627,-0.1929946722865232,373321.0
Global,All,12,3.598366754318848,5.474766052654339,0.4690736097732136,-0.4275373124659373,370219.0
Global,All,24,4.184237289786324,6.251094715938864,0.3072049911204539,-0.3301918613257835,364015.0
Country,AT,1,0.8815413384186629,1.5786133425289397,0.9556283231188912,0.0216086343193797,159831.0
Country,AT,3,1.8459978657945408,2.965244504170543,0.8434432684452567,-0.1405309026944447,159755.0
Country,AT,6,2.6654104638778158,4.08373719275383,0.7030666219979063,-0.184287927788153,159641.0
Country,AT,12,3.489299092485988,5.203580178436579,0.5179830973071121,-0.4094258040440443,159413.0
Country,AT,24,4.227027318544181,6.138054257794485,0.3290531811329423,-0.2502481762475863,158957.0
Country,BE,1,1.234085428460309,2.4807170738322646,0.9080994607169672,-0.0293245445507256,82411.0
Country,BE,3,2.464076018873296,4.063049998250375,0.7511725613238622,-0.2059912777354748,82099.0
Country,BE,6,3.4196705816540685,5.363300084244361,0.5650967288762808,-0.2361037006285412,81631.0
Country,BE,12,4.2213719539936605,6.503821294825527,0.3600869226262418,-0.6392521371066744,80695.0
Country,BE,24,4.884131891780713,7.347458600570906,0.1800405386260487,-0.3825373365514185,78823.0
Country,ES,1,2.327182181474086,3.3906947369716915,0.7798850198269742,-0.0797319573725921,50638.0
Country,ES,3,3.1618545308355173,4.585953651108833,0.5972267900266001,-0.2617014117679215,50348.0
Country,ES,6,3.64577733222459,5.24054775258449,0.4747403841644605,-0.2713236143098311,49913.0
Country,ES,12,4.090070739421584,5.87019749388999,0.3427900030709531,-0.4825820834373734,49043.0
Country,ES,24,4.447841234273483,6.38418288383972,0.2266590840687086,-0.6308938455594769,47303.0
Country,FI,1,0.6902471070747,1.3902568273812497,0.8862762210410836,-0.0204760861334834,44255.0
Country,FI,3,1.2910202468116878,2.1690841695184604,0.7228663002746625,-0.1016710650482274,44113.0
Country,FI,6,1.7268060497053663,2.7274817787454877,0.5621008316955467,-0.1098561971551465,43900.0
Country,FI,12,2.1128431103971748,3.195175440094032,0.4000270013220977,-0.1689996615654795,43474.0
Country,FI,24,2.3500670441591747,3.5359341244177016,0.2652853337519273,-0.3385628257608443,42622.0
Country,FR,1,1.487371459263939,2.348700953321567,0.9089861106135247,-0.0091430790199094,38771.0
Country,FR,3,2.442878558204905,3.7084099676868334,0.7736408212119247,-0.1367206768762379,38557.0
Country,FR,6,3.191082309424497,4.807724081368377,0.6208006656067986,-0.130516036470411,38236.0
Country,FR,12,3.800005711132703,5.726802677425184,0.4643918915004265,-0.2770608335110319,37594.0
Country,FR,24,4.287161553316424,6.4687179394301575,0.3158320337823413,-0.1649670678503551,36310.0
StationArea,rural,1,0.4178199288729107,0.9157664477119296,0.9166387751737104,-0.0040078978710074,11062.0
StationArea,rural,3,0.8820425295341087,1.5578600903384867,0.7585407266702728,-0.0274071565194201,11026.0
StationArea,rural,6,1.2394687655282377,2.0008640581018065,0.6024689011059362,0.0147238458719646,10972.0
StationArea,rural,12,1.5430545249901746,2.3674781962572284,0.4464187656985093,-0.0322156720554705,10864.0
StationArea,rural,24,1.7661783414662646,2.694596505005601,0.2886192790775836,-0.18174609420982,10648.0
StationArea,rural-nearcity,1,0.7862336439361481,1.3700121343438314,0.9624851638490944,0.0597486317299324,16840.0
StationArea,rural-nearcity,3,1.7008880932351482,2.7131416079033626,0.852824912837268,-0.0143938937397964,16832.0
StationArea,rural-nearcity,6,2.4856625221572224,3.7772615912844905,0.714588562490989,0.1166327657654225,16820.0
StationArea,rural-nearcity,12,3.2304027825771384,4.846036807388993,0.530121694933646,-0.1172692387636061,16796.0
StationArea,rural-nearcity,24,3.9253175770834976,5.712990633985357,0.3460362337605535,0.2302430021412651,16748.0
StationArea,suburban,1,1.050612979914234,2.0862457924688087,0.9232216867927944,-0.0292530279183945,105923.0
StationArea,suburban,3,2.0471487854850694,3.391636045965461,0.7952022000124634,-0.2121272388709538,105703.0
StationArea,suburban,6,2.836733912188053,4.47260890086289,0.64241135450424,-0.2879806549525368,105373.0
StationArea,suburban,12,3.546308296596748,5.446727563432109,0.4685530644704017,-0.5523774044314681,104713.0
StationArea,suburban,24,4.160917817697131,6.253992591528691,0.2959220442213292,-0.4476894325007379,103393.0
StationArea,urban,1,1.3198528033728438,2.304064147334389,0.9077192830653626,-0.0087752483297056,242081.0
StationArea,urban,3,2.290798784018123,3.6358990840835808,0.7703401105537527,-0.1629761383594151,241311.0
StationArea,urban,6,3.040228669766386,4.653131896273419,0.6243817056722367,-0.182493427836261,240156.0
StationArea,urban,12,3.7411500351486895,5.628424818237738,0.4516634995406076,-0.4125429729241204,237846.0
StationArea,urban,24,4.323565448772787,6.40116917371597,0.2914705849183651,-0.3251254761247545,233226.0
