Scope,Group,horizon,MAE,RMSE,R2,Bias,Count
Global,All,1,1.3016046285629272,2.303601232021166,0.90614914894104,0.05748966708779335,375906.0
Global,All,3,2.23502779006958,3.53522571474397,0.7784752249717712,0.12962990999221802,374872.0
Global,All,6,2.979963541030884,4.48312498740666,0.6436713933944702,0.2090023159980774,373321.0
Global,All,12,3.6620230674743652,5.339708372575266,0.4949455261230469,0.28467196226119995,370219.0
Global,All,24,4.363554954528809,6.202788913183623,0.3178707957267761,0.4236346185207367,364015.0
Country,AT,1,0.9717175960540771,1.6967583041872432,0.948738157749176,-0.0036815714556723833,159831.0
Country,BE,1,1.3537018299102783,2.627456242480994,0.8969057202339172,-0.015294252894818783,82411.0
Country,ES,1,2.461205244064331,3.5103323876350636,0.76407790184021,0.21771173179149628,50638.0
Country,FI,1,0.769565999507904,1.4338909121829218,0.8790256381034851,0.05238551273941994,44255.0
Country,FR,1,1.6435673236846924,2.542984032182143,0.8933061361312866,0.26093590259552,38771.0
Country,AT,3,1.8939989805221558,3.0271670185308666,0.8368363380432129,-6.508570368168876e-05,159755.0
Country,BE,3,2.551342248916626,4.080800782698927,0.7489936351776123,0.03685954958200455,82099.0
Country,ES,3,3.221883773803711,4.579204132695069,0.598411500453949,0.36446627974510193,50348.0
Country,FI,3,1.3595967292785645,2.1846434334124973,0.7188761830329895,0.14421071112155914,44113.0
Country,FR,3,2.687441349029541,3.9039856718457053,0.7491356134414673,0.5412032604217529,38557.0
Country,AT,6,2.651348352432251,4.016567490700067,0.7127542495727539,-0.0017754451837390661,159641.0
Country,BE,6,3.4686079025268555,5.245246369982207,0.5840317010879517,0.07204905897378922,81631.0
Country,ES,6,3.729501724243164,5.232899198727972,0.4762725234031677,0.3848724067211151,49913.0
Country,FI,6,1.8287118673324585,2.750172783018605,0.5547844171524048,0.25245144963264465,43900.0
Country,FR,6,3.6521072387695312,5.070390932860713,0.5782341957092285,1.101950764656067,38236.0
Country,AT,12,3.418961763381958,4.966895375116975,0.5608348846435547,-0.0454782210290432,159413.0
Country,BE,12,4.195456504821777,6.221606341414514,0.41441649198532104,0.12328397482633591,80695.0
Country,ES,12,4.158193588256836,5.799175124869592,0.3585967421531677,0.3302897810935974,49043.0
Country,FI,12,2.1926796436309814,3.187609502370014,0.402864933013916,0.2770581543445587,43474.0
Country,FR,12,4.599574089050293,6.120940751218855,0.388130247592926,1.9803465604782104,37594.0
Country,AT,24,4.23579740524292,5.968321140720356,0.3656468987464905,0.04642506688833237,158957.0
Country,BE,24,4.907968997955322,7.095295607448648,0.2353563904762268,0.18372899293899536,78823.0
Country,ES,24,4.795549392700195,6.558275007144481,0.18390709161758423,0.6056169867515564,47303.0
Country,FI,24,2.5676658153533936,3.660431777207883,0.21263694763183594,0.22690004110336304,42622.0
Country,FR,24,5.286318302154541,6.980537879571657,0.20328307151794434,2.5896248817443848,36310.0
StationArea,rural,1,0.4868708848953247,0.9538688258672493,0.9095576405525208,0.02869235910475254,11062.0
StationArea,rural-nearcity,1,0.8480654954910278,1.4748440385250985,0.9565243124961853,-0.008602067828178406,16840.0
StationArea,suburban,1,1.1469042301177979,2.208330646249348,0.913972795009613,-0.02360035479068756,105923.0
StationArea,urban,1,1.4380732774734497,2.431749162204959,0.8972079753875732,0.09888423979282379,242081.0
StationArea,rural,3,0.947004497051239,1.601661790700762,0.7447718381881714,0.10183415561914444,11026.0
StationArea,rural-nearcity,3,1.6897717714309692,2.738704110008775,0.8500385284423828,-0.006969677750021219,16832.0
StationArea,suburban,3,2.094355821609497,3.390838616317742,0.7952985167503357,-0.017921391874551773,105703.0
StationArea,urban,3,2.3935329914093018,3.7065192653886565,0.7613321542739868,0.2050609439611435,241311.0
StationArea,rural,6,1.3138097524642944,2.064531193089901,0.5767676830291748,0.16738207638263702,10972.0
StationArea,rural-nearcity,6,2.386730670928955,3.6903228300138835,0.7275756597518921,-0.012840439565479755,16820.0
StationArea,suburban,6,2.83587908744812,4.352136871948406,0.6614155173301697,-0.02656598575413227,105373.0
StationArea,urban,6,3.160853147506714,4.667285106188733,0.6220932006835938,0.3298012316226959,240156.0
StationArea,rural,12,1.606750249862671,2.3961515685208545,0.43292826414108276,0.1893271952867508,10864.0
StationArea,rural-nearcity,12,3.0888640880584717,4.565845047114794,0.5828863978385925,0.028963077813386917,16796.0
StationArea,suburban,12,3.5150153636932373,5.22820499083074,0.5103408694267273,-0.028850356116890907,104713.0
StationArea,urban,12,3.8610966205596924,5.532872883279472,0.470123291015625,0.4451143145561218,237846.0
StationArea,rural,24,1.9701064825057983,2.8209192357772017,0.2203567624092102,0.24727261066436768,10648.0
StationArea,rural-nearcity,24,3.839313268661499,5.474093720140784,0.3995855450630188,0.10574156045913696,16748.0
StationArea,suburban,24,4.206644058227539,6.08908888742839,0.33256250619888306,0.030583124607801437,103393.0
StationArea,urban,24,4.58003568649292,6.410807258608798,0.28933537006378174,0.6287609338760376,233226.0
