epoch,loss,mae,r2,val_loss,val_mae,val_r2,learning_rate
1,0.15489302575588226,0.3991606533527374,0.6158953905105591,0.13118474185466766,0.36045041680336,0.6049216985702515,0.0005000000237487257
2,0.14129529893398285,0.38038375973701477,0.6539264917373657,0.12448833882808685,0.35242289304733276,0.625556468963623,0.0005000000237487257
3,0.13278472423553467,0.36960747838020325,0.6776388883590698,0.12311894446611404,0.3539486825466156,0.62877357006073,0.0005000000237487257
4,0.12563206255435944,0.3596062660217285,0.6962532997131348,0.12033025920391083,0.34491339325904846,0.6377099752426147,0.0005000000237487257
5,0.11941464990377426,0.35055506229400635,0.7128639817237854,0.11637461185455322,0.3432450294494629,0.6503198146820068,0.0005000000237487257
6,0.11362777650356293,0.34167879819869995,0.7277371883392334,0.11253072321414948,0.33814144134521484,0.6634219884872437,0.0005000000237487257
7,0.10916205495595932,0.33455604314804077,0.7392193078994751,0.11190211027860641,0.33593982458114624,0.6665312051773071,0.0005000000237487257
8,0.10458936542272568,0.32687196135520935,0.7504973411560059,0.10977882146835327,0.3338301181793213,0.6767601370811462,0.0005000000237487257
9,0.10040745139122009,0.3201073706150055,0.7616320252418518,0.1061830148100853,0.3295067250728607,0.6859982013702393,0.0005000000237487257
10,0.09701871871948242,0.3143405616283417,0.7703038454055786,0.10343946516513824,0.32171404361724854,0.6962360143661499,0.0005000000237487257
11,0.09397238492965698,0.30904367566108704,0.7781397104263306,0.10111990571022034,0.3245522081851959,0.7063214182853699,0.0005000000237487257
12,0.09098701179027557,0.3035217523574829,0.7854370474815369,0.09563545882701874,0.31320875883102417,0.723301351070404,0.0005000000237487257
13,0.08871813118457794,0.2994190454483032,0.7918577194213867,0.0937291830778122,0.30851107835769653,0.73015958070755,0.0005000000237487257
14,0.08611682057380676,0.2948528230190277,0.797961950302124,0.09263880550861359,0.3081006407737732,0.7329461574554443,0.0005000000237487257
15,0.0839511901140213,0.29121676087379456,0.8036820888519287,0.09072094410657883,0.30777668952941895,0.7402384281158447,0.0005000000237487257
16,0.08199816197156906,0.2873271405696869,0.8085810542106628,0.08697909116744995,0.2976851761341095,0.7517585754394531,0.0005000000237487257
17,0.08023638278245926,0.283855676651001,0.8129469752311707,0.08667297661304474,0.29863205552101135,0.7513917088508606,0.0005000000237487257
18,0.07859916239976883,0.2810363173484802,0.8174905180931091,0.0849698856472969,0.2976321578025818,0.7575604915618896,0.0005000000237487257
19,0.07428087294101715,0.274087518453598,0.8282315731048584,0.07597383856773376,0.2824075520038605,0.7852379679679871,0.0002500000118743628
20,0.07186724245548248,0.26887035369873047,0.8342512845993042,0.07628452777862549,0.28103479743003845,0.7861410975456238,0.0002500000118743628
21,0.07053808867931366,0.26626744866371155,0.8375466465950012,0.0722198486328125,0.2719630002975464,0.7969588041305542,0.0002500000118743628
22,0.0693894624710083,0.2642226219177246,0.8407210111618042,0.07376760244369507,0.2754121720790863,0.793818473815918,0.0002500000118743628
23,0.06839619576931,0.26226726174354553,0.8433394432067871,0.07068437337875366,0.27167922258377075,0.8025078773498535,0.0002500000118743628
24,0.06751948595046997,0.2604154944419861,0.8450294733047485,0.07058863341808319,0.27044782042503357,0.8031325340270996,0.0002500000118743628
25,0.06670437008142471,0.25883349776268005,0.8473467230796814,0.06944005191326141,0.26745909452438354,0.8071955442428589,0.0002500000118743628
26,0.06606124341487885,0.2575177252292633,0.8490198850631714,0.06887862086296082,0.26614025235176086,0.8076325058937073,0.0002500000118743628
27,0.06513890624046326,0.2558819651603699,0.8512095808982849,0.07146864384412766,0.2723815441131592,0.8027527332305908,0.0002500000118743628
28,0.06478450447320938,0.25497475266456604,0.8533411026000977,0.06384152173995972,0.2567039728164673,0.823508083820343,0.0002500000118743628
29,0.0641859769821167,0.2538766860961914,0.8547574877738953,0.06675636023283005,0.26421937346458435,0.8167009949684143,0.0002500000118743628
30,0.06338153779506683,0.2522364854812622,0.856296181678772,0.06526461243629456,0.26164552569389343,0.8208733797073364,0.0002500000118743628
31,0.06128979101777077,0.24908465147018433,0.8621678948402405,0.0602106936275959,0.25023049116134644,0.8345416784286499,0.0001250000059371814
32,0.06013268232345581,0.2463262975215912,0.8647236824035645,0.05968163162469864,0.24812014400959015,0.8366338610649109,0.0001250000059371814
33,0.059686142951250076,0.24534347653388977,0.8655912280082703,0.059324994683265686,0.24832305312156677,0.8372687101364136,0.0001250000059371814
34,0.059268519282341,0.24438372254371643,0.8668239116668701,0.06036565080285072,0.24940113723278046,0.8350838422775269,0.0001250000059371814
35,0.05874979496002197,0.24391034245491028,0.8678994178771973,0.05652116984128952,0.24213498830795288,0.8456629514694214,6.25000029685907e-05
36,0.057856783270835876,0.24184271693229675,0.8703241348266602,0.05736864358186722,0.2439311146736145,0.8434526324272156,6.25000029685907e-05
37,0.05753418430685997,0.24120433628559113,0.8712674975395203,0.05745331943035126,0.24417124688625336,0.8436319828033447,6.25000029685907e-05
38,0.05750786140561104,0.2416648268699646,0.8717045187950134,0.054523542523384094,0.23747071623802185,0.851340651512146,3.125000148429535e-05
39,0.05701543018221855,0.24034221470355988,0.8722048997879028,0.05331680178642273,0.23498620092868805,0.8543944358825684,3.125000148429535e-05
40,0.056699566543102264,0.23963434994220734,0.8732814788818359,0.0544598251581192,0.23648867011070251,0.8515295386314392,3.125000148429535e-05
41,0.05661963298916817,0.23943285644054413,0.8731855154037476,0.0544140599668026,0.23622077703475952,0.8515745997428894,3.125000148429535e-05
42,0.05721624195575714,0.24109923839569092,0.8725165724754333,0.0520499087870121,0.23083734512329102,0.858000636100769,1.5625000742147677e-05
43,0.056721825152635574,0.2398671805858612,0.8734105825424194,0.05152979865670204,0.22955822944641113,0.8593606948852539,1.5625000742147677e-05
44,0.056668270379304886,0.23975156247615814,0.873006284236908,0.0515890009701252,0.22981128096580505,0.859116792678833,1.5625000742147677e-05
45,0.056539349257946014,0.23919640481472015,0.8737320303916931,0.05147426202893257,0.2294503152370453,0.8593640327453613,1.5625000742147677e-05
46,0.056341368705034256,0.23897762596607208,0.8743013739585876,0.051987774670124054,0.23026449978351593,0.8579753041267395,1.5625000742147677e-05
47,0.056247223168611526,0.2386786788702011,0.8746113777160645,0.05167675018310547,0.22928926348686218,0.8587911128997803,1.5625000742147677e-05
48,0.05612565204501152,0.23848943412303925,0.8745079040527344,0.05147550627589226,0.22911259531974792,0.8594282269477844,1.5625000742147677e-05
49,0.05605163797736168,0.23831765353679657,0.8747745752334595,0.0513746552169323,0.2289000153541565,0.859706699848175,1.5625000742147677e-05
50,0.05612554773688316,0.2384660243988037,0.87482750415802,0.05091957002878189,0.2278439849615097,0.8609089255332947,1.5625000742147677e-05
