epoch,loss,mae,r2,val_loss,val_mae,val_r2,learning_rate
23,0.06342437863349915,0.24438068270683289,0.8519766330718994,0.059139177203178406,0.2350870966911316,0.8302161693572998,0.0001250000059371814
24,0.06291095912456512,0.24336989223957062,0.8532319664955139,0.058297049254179,0.2339840531349182,0.8330697417259216,0.0001250000059371814
25,0.06247003749012947,0.24296198785305023,0.8552795648574829,0.057410988956689835,0.2310512363910675,0.8352923393249512,6.25000029685907e-05
26,0.06181707978248596,0.2415785938501358,0.8565232753753662,0.05664607137441635,0.2288653403520584,0.83744877576828,6.25000029685907e-05
27,0.06172587350010872,0.24124382436275482,0.8572130799293518,0.05685125291347504,0.22957974672317505,0.8368973731994629,6.25000029685907e-05
28,0.061163097620010376,0.24037517607212067,0.8583622574806213,0.05627899616956711,0.22947660088539124,0.8388281464576721,6.25000029685907e-05
29,0.06111443415284157,0.2406354397535324,0.8589774966239929,0.05505243316292763,0.22472646832466125,0.8414244651794434,3.125000148429535e-05
30,0.06075314059853554,0.23971623182296753,0.8598383069038391,0.05446898937225342,0.22430068254470825,0.8434742093086243,3.125000148429535e-05
31,0.060728710144758224,0.23968839645385742,0.8600577116012573,0.0550178699195385,0.2259659767150879,0.8421532511711121,3.125000148429535e-05
32,0.06044410541653633,0.23920930922031403,0.8607815504074097,0.054551564157009125,0.22487926483154297,0.8435690402984619,3.125000148429535e-05
33,0.060620952397584915,0.2397037148475647,0.8605325222015381,0.05448062717914581,0.22469192743301392,0.8438786268234253,1.5625000742147677e-05
34,0.06032184883952141,0.23904958367347717,0.8613816499710083,0.05400601774454117,0.223991259932518,0.8449695110321045,1.5625000742147677e-05
35,0.06023627519607544,0.23879839479923248,0.861473560333252,0.05428292602300644,0.22412289679050446,0.8442888259887695,1.5625000742147677e-05
36,0.0601053424179554,0.23856499791145325,0.8618165850639343,0.05419917032122612,0.22398561239242554,0.844656229019165,1.5625000742147677e-05
37,0.06011902913451195,0.2388296127319336,0.8616244792938232,0.05362022668123245,0.22273753583431244,0.8462291955947876,9.999999747378752e-06
38,0.06001477688550949,0.2384837567806244,0.8621166348457336,0.053308550268411636,0.22144874930381775,0.8468117713928223,9.999999747378752e-06
39,0.05990954861044884,0.23837924003601074,0.8621302843093872,0.05311422049999237,0.22124460339546204,0.8474755883216858,9.999999747378752e-06
40,0.059848565608263016,0.23810575902462006,0.8625999689102173,0.053618259727954865,0.2225532978773117,0.8462064862251282,9.999999747378752e-06
41,0.05988631770014763,0.23812460899353027,0.8625274300575256,0.05319115146994591,0.22130542993545532,0.8472671508789062,9.999999747378752e-06
42,0.059843845665454865,0.2381063997745514,0.8623706698417664,0.05337817221879959,0.22191721200942993,0.8469946384429932,9.999999747378752e-06
43,0.059712253510951996,0.23784039914608002,0.862506628036499,0.05327470600605011,0.22206130623817444,0.8471117615699768,9.999999747378752e-06
44,0.05960257723927498,0.23769104480743408,0.863332211971283,0.05307209864258766,0.2212870717048645,0.847611129283905,9.999999747378752e-06
45,0.05950309336185455,0.2375146448612213,0.8635298609733582,0.052985694259405136,0.22126233577728271,0.8479974865913391,9.999999747378752e-06
