epoch,loss,mae,r2,val_loss,val_mae,val_r2,learning_rate
1,0.23685131967067719,0.5255758762359619,0.39627236127853394,0.2098783552646637,0.48679593205451965,0.36517107486724854,0.0005000000237487257
2,0.19562238454818726,0.47295597195625305,0.5187100172042847,0.19745789468288422,0.483523428440094,0.4099646806716919,0.0005000000237487257
3,0.1689123958349228,0.43611812591552734,0.5915531516075134,0.18730242550373077,0.4574161469936371,0.4420280456542969,0.0005000000237487257
4,0.15131811797618866,0.40983399748802185,0.637467622756958,0.1817522943019867,0.4548511207103729,0.46531325578689575,0.0005000000237487257
5,0.13812290132045746,0.38892698287963867,0.6709428429603577,0.16604380309581757,0.4303938150405884,0.5140504837036133,0.0005000000237487257
6,0.12758150696754456,0.3714946210384369,0.6979857683181763,0.16136200726032257,0.42429596185684204,0.5291568040847778,0.0005000000237487257
7,0.1198718249797821,0.35840344429016113,0.7176650166511536,0.15107391774654388,0.4106941521167755,0.5594159364700317,0.0005000000237487257
8,0.11303026974201202,0.34647664427757263,0.7350034713745117,0.13799887895584106,0.3897393047809601,0.6039777398109436,0.0005000000237487257
9,0.10765378922224045,0.3370797634124756,0.7482293248176575,0.1367785930633545,0.38593602180480957,0.6093903183937073,0.0005000000237487257
10,0.10322900116443634,0.3291817307472229,0.7595177888870239,0.12911096215248108,0.37317100167274475,0.6296408176422119,0.0005000000237487257
11,0.09902336448431015,0.3215726912021637,0.7697147727012634,0.13500942289829254,0.39545556902885437,0.6236333250999451,0.0005000000237487257
12,0.09585681557655334,0.31560301780700684,0.7772565484046936,0.12027762830257416,0.3626149892807007,0.6611795425415039,0.0005000000237487257
13,0.09269748628139496,0.3098255693912506,0.7852969169616699,0.11573096364736557,0.36173781752586365,0.67674320936203,0.0005000000237487257
14,0.09007124602794647,0.3047548532485962,0.7922714948654175,0.11147632449865341,0.3480697572231293,0.6877754926681519,0.0005000000237487257
15,0.08757007122039795,0.3002649247646332,0.7986470460891724,0.10936447978019714,0.3492358922958374,0.6967043876647949,0.0005000000237487257
16,0.085445336997509,0.2963545322418213,0.8042601943016052,0.1034301370382309,0.33845028281211853,0.7135177850723267,0.0005000000237487257
17,0.08333244919776917,0.29216188192367554,0.8093399405479431,0.10400945693254471,0.3376863896846771,0.7127426862716675,0.0005000000237487257
18,0.08152160793542862,0.2889236509799957,0.8137168288230896,0.09830635786056519,0.3290727138519287,0.7300083637237549,0.0005000000237487257
19,0.080267533659935,0.28617504239082336,0.8172454237937927,0.10598890483379364,0.3464442789554596,0.7103810906410217,0.0005000000237487257
20,0.07847218215465546,0.2829766571521759,0.8216822147369385,0.09383600950241089,0.32121092081069946,0.7423771023750305,0.0005000000237487257
21,0.07727666944265366,0.2803480923175812,0.824573278427124,0.09542965888977051,0.32456523180007935,0.7398432493209839,0.0005000000237487257
22,0.07618392258882523,0.2781483232975006,0.8272638320922852,0.09691347926855087,0.3283913731575012,0.736461877822876,0.0005000000237487257
23,0.071166031062603,0.2694648206233978,0.8399616479873657,0.0787544697523117,0.29149824380874634,0.7858838438987732,0.0002500000118743628
24,0.06860901415348053,0.2637830376625061,0.8454446196556091,0.07868466526269913,0.29232627153396606,0.7871805429458618,0.0002500000118743628
25,0.06757859885692596,0.2617151141166687,0.8476897478103638,0.07946816831827164,0.29473739862442017,0.7855973839759827,0.0002500000118743628
26,0.06524766981601715,0.25789958238601685,0.8536207675933838,0.07063814252614975,0.2756008505821228,0.8088586330413818,0.0001250000059371814
27,0.06396147608757019,0.2548972964286804,0.8566533327102661,0.07078521698713303,0.2760520279407501,0.8087959885597229,0.0001250000059371814
28,0.06323529779911041,0.2532799541950226,0.8583440780639648,0.06607002764940262,0.26706841588020325,0.8215595483779907,0.0001250000059371814
29,0.06246772035956383,0.25171712040901184,0.8602272272109985,0.06570762395858765,0.26697075366973877,0.8224892020225525,0.0001250000059371814
30,0.06218702346086502,0.25099658966064453,0.8610145449638367,0.06783715635538101,0.2712292969226837,0.8172323703765869,0.0001250000059371814
31,0.0616290420293808,0.250657856464386,0.8625314235687256,0.06422510743141174,0.261569082736969,0.8265717625617981,6.25000029685907e-05
32,0.060965947806835175,0.24901793897151947,0.8642153739929199,0.06375497579574585,0.2604476809501648,0.8279638290405273,6.25000029685907e-05
33,0.060433100908994675,0.24777133762836456,0.8655080199241638,0.06348022073507309,0.2598796486854553,0.828652024269104,6.25000029685907e-05
34,0.060259539633989334,0.24742256104946136,0.8658638596534729,0.06132664903998375,0.2553957402706146,0.8346198797225952,6.25000029685907e-05
35,0.06006515026092529,0.24690665304660797,0.8659479022026062,0.06256309896707535,0.25912490487098694,0.8314197659492493,6.25000029685907e-05
36,0.05984865128993988,0.24642068147659302,0.8665632605552673,0.06030167266726494,0.2537834644317627,0.8374578952789307,6.25000029685907e-05
37,0.05933753773570061,0.24554798007011414,0.868456244468689,0.06085265055298805,0.25521788001060486,0.8362283706665039,6.25000029685907e-05
38,0.059138305485248566,0.24502553045749664,0.8687987923622131,0.06052688509225845,0.2544654309749603,0.8368930816650391,6.25000029685907e-05
