epoch,loss,mae,r2,val_loss,val_mae,val_r2,learning_rate
1,0.20309582352638245,0.4769153892993927,0.48989051580429077,0.17543727159500122,0.4408799409866333,0.47533339262008667,0.0005000000237487257
2,0.17405860126018524,0.43849244713783264,0.573337197303772,0.16377238929271698,0.419585645198822,0.5058844089508057,0.0005000000237487257
3,0.15505458414554596,0.412322998046875,0.6249508261680603,0.1603720784187317,0.4142611622810364,0.518043577671051,0.0005000000237487257
4,0.1420276015996933,0.3934231400489807,0.6590589880943298,0.1546674519777298,0.41226109862327576,0.5400984287261963,0.0005000000237487257
5,0.13185563683509827,0.3776252269744873,0.6847900152206421,0.15233100950717926,0.4074869155883789,0.5516772866249084,0.0005000000237487257
6,0.12357945740222931,0.364137202501297,0.7063268423080444,0.13921836018562317,0.3846466839313507,0.5927575826644897,0.0005000000237487257
7,0.11687878519296646,0.3527369797229767,0.722908616065979,0.13185131549835205,0.3762561082839966,0.6128146648406982,0.0005000000237487257
8,0.11098259687423706,0.3425285518169403,0.7382211685180664,0.1330374777317047,0.3819672167301178,0.6141351461410522,0.0005000000237487257
9,0.10544750839471817,0.33267509937286377,0.7522358894348145,0.1243644431233406,0.3688276410102844,0.6429163217544556,0.0005000000237487257
10,0.10155858099460602,0.32569846510887146,0.7621092200279236,0.11920183897018433,0.35691672563552856,0.6570165157318115,0.0005000000237487257
11,0.09748382121324539,0.3184773921966553,0.772734522819519,0.11716752499341965,0.3583998680114746,0.6633714437484741,0.0005000000237487257
12,0.09404842555522919,0.31235983967781067,0.7817198038101196,0.11301066726446152,0.34816065430641174,0.6794665455818176,0.0005000000237487257
13,0.09101748466491699,0.30653348565101624,0.7892357110977173,0.10820603370666504,0.3399975001811981,0.6960122585296631,0.0005000000237487257
14,0.0883500799536705,0.3016437590122223,0.7961305975914001,0.10111770778894424,0.328890323638916,0.7140929698944092,0.0005000000237487257
15,0.08591493219137192,0.2972876727581024,0.8024572730064392,0.10397543758153915,0.33681511878967285,0.71132493019104,0.0005000000237487257
