epoch,loss,mae,r2,val_loss,val_mae,val_r2,learning_rate
1,0.045042965561151505,0.17625349760055542,0.8981772661209106,0.03718167915940285,0.1636108011007309,0.8948465585708618,0.0005000000237487257
2,0.04119878262281418,0.169405996799469,0.9049978256225586,0.035391826182603836,0.156785249710083,0.8966622948646545,0.0005000000237487257
3,0.03945048525929451,0.16718395054340363,0.9070853590965271,0.03433246538043022,0.15698586404323578,0.8990184664726257,0.0005000000237487257
4,0.0386873222887516,0.16601064801216125,0.9084675312042236,0.03417660668492317,0.15682664513587952,0.8995165228843689,0.0005000000237487257
5,0.03793136775493622,0.16444917023181915,0.9107189178466797,0.03330322727560997,0.15379515290260315,0.9021543860435486,0.0002500000118743628
6,0.037576787173748016,0.1636139303445816,0.9111526012420654,0.033148519694805145,0.15471839904785156,0.9025623202323914,0.0002500000118743628
7,0.03740594908595085,0.16328346729278564,0.9118802547454834,0.03286641836166382,0.15340130031108856,0.9041017293930054,0.0002500000118743628
8,0.03718414157629013,0.162884920835495,0.9123622179031372,0.032602570950984955,0.15291781723499298,0.9048053622245789,0.0002500000118743628
9,0.0370083712041378,0.1625196784734726,0.9129605889320374,0.03278915584087372,0.15549339354038239,0.9044030904769897,0.0002500000118743628
10,0.03690989688038826,0.1623145490884781,0.9133275151252747,0.033328842371702194,0.15539753437042236,0.903018057346344,0.0002500000118743628
11,0.03645540401339531,0.16148532927036285,0.9147663712501526,0.031625308096408844,0.15064865350723267,0.9078004956245422,0.0001250000059371814
12,0.036220669746398926,0.16101853549480438,0.9150598049163818,0.0317671038210392,0.1496538370847702,0.9074604511260986,0.0001250000059371814
13,0.036129508167505264,0.16077694296836853,0.915445864200592,0.03159879148006439,0.1506030410528183,0.9079424738883972,0.0001250000059371814
14,0.03601783141493797,0.16054950654506683,0.9159063696861267,0.0319645032286644,0.15021392703056335,0.9068961143493652,0.0001250000059371814
15,0.03573990613222122,0.16014280915260315,0.9167971014976501,0.031163683161139488,0.14983788132667542,0.9096908569335938,6.25000029685907e-05
16,0.03558972477912903,0.15984944999217987,0.9171395301818848,0.03104338049888611,0.14950037002563477,0.910086989402771,6.25000029685907e-05
17,0.03546662628650665,0.15968477725982666,0.917354941368103,0.03077203594148159,0.14809446036815643,0.910810649394989,6.25000029685907e-05
18,0.035443712025880814,0.15958532691001892,0.9174721240997314,0.030776824802160263,0.14792358875274658,0.9110998511314392,6.25000029685907e-05
19,0.03536681458353996,0.15945643186569214,0.9175559282302856,0.03076426312327385,0.1482381820678711,0.9110806584358215,6.25000029685907e-05
20,0.0352843701839447,0.15931852161884308,0.9179975986480713,0.03072059154510498,0.14799316227436066,0.9113649725914001,6.25000029685907e-05
21,0.035148125141859055,0.15912900865077972,0.9183589220046997,0.03041088581085205,0.14751507341861725,0.9123271107673645,3.125000148429535e-05
22,0.03510988876223564,0.159140944480896,0.9185559749603271,0.030384846031665802,0.14751897752285004,0.9124507904052734,3.125000148429535e-05
23,0.03506752476096153,0.15903274714946747,0.9186810255050659,0.030427873134613037,0.14713288843631744,0.9123736023902893,3.125000148429535e-05
24,0.03494800627231598,0.15880782902240753,0.9192014336585999,0.030294038355350494,0.1471361517906189,0.9129560589790344,3.125000148429535e-05
25,0.034987859427928925,0.1588141918182373,0.918956458568573,0.03031419776380062,0.14754244685173035,0.9129199385643005,3.125000148429535e-05
26,0.03489413484930992,0.15881846845149994,0.9194732904434204,0.0301279928535223,0.14642751216888428,0.913533091545105,1.5625000742147677e-05
27,0.034883636981248856,0.15875467658042908,0.9190824031829834,0.030056718736886978,0.14652766287326813,0.9137036204338074,1.5625000742147677e-05
28,0.034782279282808304,0.15854930877685547,0.919796884059906,0.030075978487730026,0.1464349627494812,0.9137297868728638,1.5625000742147677e-05
29,0.03480294719338417,0.15860964357852936,0.919579267501831,0.03002517856657505,0.14638081192970276,0.9138763546943665,9.999999747378752e-06
30,0.03472398221492767,0.15846486389636993,0.9198119640350342,0.02997164987027645,0.14607752859592438,0.9140552282333374,9.999999747378752e-06
31,0.03473217785358429,0.15842653810977936,0.9198610782623291,0.029870035126805305,0.14575882256031036,0.9143492579460144,9.999999747378752e-06
32,0.034757960587739944,0.15850283205509186,0.9195787310600281,0.029889874160289764,0.14586661756038666,0.9143251180648804,9.999999747378752e-06
33,0.034703437238931656,0.15837964415550232,0.9199533462524414,0.029909566044807434,0.14606286585330963,0.9143098592758179,9.999999747378752e-06
34,0.034718338400125504,0.15835489332675934,0.9197410345077515,0.029865479096770287,0.14597177505493164,0.9144576787948608,9.999999747378752e-06
35,0.03467170149087906,0.15834888815879822,0.9200206995010376,0.02988085336983204,0.1460389941930771,0.9143883585929871,9.999999747378752e-06
36,0.03468848764896393,0.15834744274616241,0.9197957515716553,0.029929887503385544,0.14597977697849274,0.9142195582389832,9.999999747378752e-06
37,0.03468646854162216,0.1583389937877655,0.9198924899101257,0.02988756261765957,0.1461835354566574,0.9143884778022766,9.999999747378752e-06
