Scope,Group,horizon,MAE,RMSE,R2,Bias,Count,MAE_skill,RMSE_skill
Global,All,1,1.284003734588623,2.32245411280376,0.9046066999435424,-0.045194748789072,375906.0,-0.01071000353633389,-0.09273623239039352
Global,All,3,2.315973281860352,3.652586315892336,0.7635229825973511,-0.1571523249149322,374872.0,-0.11158265810822421,-0.3761361223147941
Global,All,6,3.0664069652557373,4.6255820655556885,0.6206660270690918,-0.2638058364391327,373321.0,-0.3193862647763259,-0.7057568827206637
Global,All,12,4.8812360763549805,7.350557070011901,0.0429300665855407,1.3489389419555664,370219.0,0.5962025410391263,0.8276534429648637
Global,All,24,4.213723659515381,6.091081396846361,0.342218816280365,0.0395774394273757,364015.0,-0.5544030492067868,-1.1889085640821673
Country,AT,1,0.950717270374298,1.6461436144170072,0.9517508149147034,-0.0171434916555881,159831.0,0.0018362115959635883,-0.055687675284472604
Country,BE,1,1.3210631608963013,2.7163994811804506,0.8898078203201294,-0.0317256040871143,82411.0,0.006130788397484377,-0.016437633654609485
Country,ES,1,2.4549849033355717,3.5901748786772023,0.7532237768173218,0.0682463869452476,50638.0,-0.15467582576115424,-0.27872208033452717
Country,FI,1,0.8080191612243652,1.452503768863483,0.875864565372467,-0.0222124885767698,44255.0,0.09253701936468839,-0.03116616154738283
Country,FR,1,1.5930999517440796,2.4895411106077865,0.8977435231208801,-0.3638602197170257,38771.0,-0.02804729748859458,-0.09479251218863372
Country,AT,3,1.9400787353515625,3.05250475234053,0.834093451499939,-0.1055990606546402,159755.0,-0.07622800197309143,-0.23063361664894888
Country,BE,3,2.583287239074707,4.160455168251576,0.7390990853309631,-0.1308232098817825,82099.0,-0.12589111723901159,-0.4381538345956981
Country,ES,3,3.4430272579193115,4.953310027412087,0.5301142930984497,0.0868545845150947,50348.0,-0.45794199607290276,-0.7852888123881545
Country,FI,3,1.5960698127746582,2.3998143720365444,0.660771906375885,-0.1223160624504089,44113.0,0.2242398843725999,-0.017438507608936504
Country,FR,3,2.6561686992645264,3.9523869605792936,0.7428766489028931,-0.7852994799613953,38557.0,-0.15954051047689521,-0.3401393153448482
Country,AT,6,2.706099271774292,4.061573803298859,0.7062809467315674,-0.2157875001430511,159641.0,-0.2855004712441054,-0.5353433928633606
Country,BE,6,3.5299947261810303,5.397732060626521,0.5594947338104248,-0.2519634962081909,81631.0,-0.37570692055856636,-0.8156951442182017
Country,ES,6,3.967247724533081,5.628983676438781,0.3939888477325439,0.0416866540908813,49913.0,-0.7870247095021403,-1.288534851827312
Country,FI,6,2.1919870376586914,3.1247967463197583,0.4252301454544067,-0.2541608810424804,43900.0,0.271333080287393,-0.02897708526065479
Country,FR,6,3.4090147018432617,5.025170865166785,0.5857236385345459,-0.8994333744049072,38236.0,-0.4084008227932072,-0.717385800307003
Country,AT,12,3.4131221771240234,4.994012108179706,0.5560265779495239,-0.2390175014734268,159413.0,-0.5961429931011155,-0.9149478344051865
Country,BE,12,4.348274230957031,6.597021367099606,0.341615617275238,-0.3100516200065613,80695.0,-0.6767134309179292,-1.2068272740580648
Country,ES,12,4.32663631439209,6.080229956143112,0.2949194312095642,0.0772074609994888,49043.0,-0.9861096432369294,-1.5492403238072354
Country,FI,12,2.7676713466644287,3.7949247649805646,0.1536526083946228,-0.2355736494064331,43474.0,0.2924962430392739,-0.03869250319589135
Country,FR,12,15.418245315551758,16.371632935972954,-3.377303123474121,15.134855270385742,37594.0,10.799909942885908,9.49420488484851
Country,AT,24,4.013063907623291,5.779247370098889,0.4052023291587829,-0.170988455414772,158957.0,-0.6540334637463241,-1.1384813501715918
Country,BE,24,4.788849830627441,7.110181423185028,0.2321445941925048,-0.2370052933692932,78823.0,-0.9617965305234915,-1.7592488488510627
Country,ES,24,4.505083084106445,6.344850341378604,0.2361587285995483,0.0376854948699474,47303.0,-0.6511437936814328,-1.2215062191714177
Country,FI,24,3.041713237762451,4.144021077444903,-0.0091466903686523,-0.3344115614891052,42622.0,0.28974596992659096,-0.09792341998181708
Country,FR,24,4.839853763580322,6.586516982680206,0.2906870245933532,2.00326943397522,36310.0,-0.09871136999169661,-0.8527531809404705
StationArea,rural,1,0.5760411620140076,1.029878513523261,0.8945693969726562,-0.0757685229182243,11062.0,0.1359384627552841,0.06082581037152868
StationArea,rural-nearcity,1,0.8439841866493225,1.413164348838991,0.9600846767425536,-0.0048194183036684,16840.0,0.02870680096048639,-0.025900395134134557
StationArea,suburban,1,1.1383163928985596,2.256522367738897,0.9101771116256714,-0.0480591394007205,105923.0,0.015611303024783085,-0.013115712132286461
StationArea,urban,1,1.4107095003128052,2.441349022766789,0.8963947892189026,-0.0453529991209507,242081.0,-0.031670050228955526,-0.13097621247547098
StationArea,rural,3,1.2702088356018066,1.882912091039084,0.6472662091255188,-0.2542397975921631,11026.0,0.33922452784740786,0.14164741975517692
StationArea,rural-nearcity,3,1.7633066177368164,2.767642906792978,0.8468526601791382,-0.0735020488500595,16832.0,-0.020001999480389276,-0.17347754478011934
StationArea,suburban,3,2.1879196166992188,3.5032513366840403,0.781501054763794,-0.1822297424077987,105703.0,-0.06204869033558591,-0.31679907440473887
StationArea,urban,3,2.45839786529541,3.8279737792995503,0.7454346418380737,-0.1475661545991897,241311.0,-0.16026712199112003,-0.4240671322264342
StationArea,rural,6,1.779302954673767,2.5219515272438966,0.3684475421905517,-0.4481502771377563,10972.0,0.44844012919983367,0.2549427797914272
StationArea,rural-nearcity,6,2.4793758392333984,3.7361214994895113,0.7207717895507812,-0.1711174547672271,16820.0,-0.21193314774638727,-0.4657664846952687
StationArea,suburban,6,2.965487480163574,4.5064454013822965,0.6369802951812744,-0.3341761827468872,105373.0,-0.25714292450934995,-0.6256186471958758
StationArea,urban,6,3.210604667663574,4.804290903982386,0.5995810031890869,-0.2309990674257278,240156.0,-0.38930304530258075,-0.7774594212408816
