Scope,Group,horizon,MAE,RMSE,R2,Bias,Count,MAE_skill,RMSE_skill
Global,All,1,1.1935363196699005,2.1803590669997126,0.9159225258536658,-0.0113354343240613,375906.0,-0.10117741845505646,-0.23483127819444105
Global,All,3,2.1541738586992434,3.486436230523048,0.784547592815901,-0.1661764276372646,374872.0,-0.27338208126933283,-0.5422862076840822
Global,All,6,2.904879751911808,4.509464957276237,0.6394719421462627,-0.1929946722865232,373321.0,-0.4809134781202551,-0.8218739910001149
Global,All,12,3.598366754318848,5.474766052654339,0.4690736097732136,-0.4275373124659373,370219.0,-0.6866667809970064,-1.0481375743926984
Global,All,24,4.184237289786324,6.251094715938864,0.3072049911204539,-0.3301918613257835,364015.0,-0.5838894189358435,-1.0288952449896644
Country,AT,1,0.8815413384186629,1.5786133425289397,0.9556283231188912,0.0216086343193797,159831.0,-0.0673397203596715,-0.12321794717254009
Country,AT,3,1.8459978657945408,2.965244504170543,0.8434432684452567,-0.1405309026944447,159755.0,-0.1703088715301131,-0.3178938648189362
Country,AT,6,2.665410463877816,4.08373719275383,0.7030666219979063,-0.184287927788153,159641.0,-0.32618927914058116,-0.5131800034083893
Country,AT,12,3.489299092485988,5.203580178436579,0.5179830973071121,-0.4094258040440443,159413.0,-0.5199660777391508,-0.7053797641483133
Country,AT,24,4.227027318544181,6.138054257794485,0.3290531811329423,-0.2502481762475863,158957.0,-0.4400700528254342,-0.7796744624759961
Country,BE,1,1.234085428460309,2.4807170738322646,0.9080994607169672,-0.0293245445507256,82411.0,-0.08084694403850778,-0.2521200410027955
Country,BE,3,2.464076018873296,4.063049998250375,0.7511725613238622,-0.2059912777354748,82099.0,-0.24510233744042242,-0.535559004596899
Country,BE,6,3.4196705816540685,5.363300084244361,0.5650967288762808,-0.2361037006285412,81631.0,-0.4860310650855282,-0.8501271206003613
Country,BE,12,4.2213719539936605,6.503821294825527,0.3600869226262418,-0.6392521371066744,80695.0,-0.8036157078813,-1.3000273463321435
Country,BE,24,4.884131891780713,7.347458600570906,0.1800405386260487,-0.3825373365514185,78823.0,-0.8665144693702196,-1.5219716714651845
Country,ES,1,2.327182181474086,3.3906947369716915,0.7798850198269742,-0.0797319573725921,50638.0,-0.2824785476226399,-0.4782022220400379
Country,ES,3,3.1618545308355173,4.585953651108833,0.5972267900266001,-0.2617014117679215,50348.0,-0.739114723156697,-1.1526451886914089
Country,ES,6,3.64577733222459,5.24054775258449,0.4747403841644605,-0.2713236143098311,49913.0,-1.1084951018106315,-1.6769707756816032
Country,ES,12,4.090070739421584,5.87019749388999,0.3427900030709531,-0.4825820834373734,49043.0,-1.222675218207435,-1.7592727860603574
Country,ES,24,4.447841234273483,6.38418288383972,0.2266590840687086,-0.6308938455594769,47303.0,-0.7083856435143954,-1.1821736767103017
Country,FI,1,0.6902471070747,1.3902568273812497,0.8862762210410836,-0.0204760861334834,44255.0,-0.025235034784976795,-0.09341310302961614
Country,FI,3,1.2910202468116878,2.1690841695184604,0.7228663002746625,-0.1016710650482274,44113.0,-0.0808096815903705,-0.24816871012702046
Country,FI,6,1.7268060497053663,2.727481778745488,0.5621008316955467,-0.1098561971551465,43900.0,-0.19384790766593207,-0.426292052834925
Country,FI,12,2.1128431103971748,3.195175440094032,0.4000270013220977,-0.1689996615654795,43474.0,-0.36233199322798004,-0.6384418280824238
Country,FI,24,2.3500670441591747,3.5359341244177016,0.2652853337519273,-0.3385628257608443,42622.0,-0.40190022367668554,-0.7060103730090188
