Scope,Group,horizon,MAE,RMSE,R2,Bias,Count,MAE_skill,RMSE_skill
Global,All,1,1.490295912972043,2.5102355111772763,0.8847728262053489,-0.013410083985196,606635.0,-0.006445904108540956,-0.13358467839995125
Global,All,3,2.500629904421497,3.890109760982008,0.7234153282904114,-0.0696281309462245,601349.0,-0.13494397287235405,-0.4038455363018789
Global,All,6,3.197452375791461,4.812255378325031,0.5763440073584036,-0.1475579470497816,599587.0,-0.36611186209641833,-0.7654361553773477
Global,All,12,3.732381869116428,5.531257890812052,0.4400022444352894,-0.2362706579688005,597887.0,-0.6502399551085176,-1.138782013660606
Global,All,24,4.116139088373699,6.0411022125311575,0.3333450036471816,-0.3356979160501298,592961.0,-0.6240195177823216,-1.202509857380912
Country,AT,1,1.0016971720480226,1.7038789631003055,0.9482844130819048,-0.039788793468143,166029.0,0.056337860150101005,0.005850779013842455
Country,BE,1,1.382562517789017,2.5668650593399334,0.8988296223663236,-0.0500323090647213,126057.0,0.08141937064129845,-0.05534764246397472
Country,ES,1,2.30770787832181,3.4032532487283675,0.7820864756007428,0.0247945023371282,142308.0,-0.1656456928056036,-0.30304431764491824
Country,FI,1,0.8874010571585423,1.529674577321915,0.8566369526065701,-0.0195263350086814,79889.0,0.06674102499416434,-0.012380792542752594
Country,FR,1,1.7777018611328947,2.703185812819968,0.8686503506790062,0.0304213597437089,92352.0,-0.05724486443883081,-0.14650102788553188
Country,AT,3,1.9981042461080036,3.135597317236447,0.8244574766401591,-0.133712391355231,165990.0,-0.01117347214791553,-0.15371848500958096
Country,BE,3,2.655686247156201,4.252411407474607,0.7228211566819955,-0.1482446265650706,125452.0,-0.01942515162580305,-0.2739538760080986
Country,ES,3,3.3180760997719867,4.8338357320386205,0.5595185396771056,-0.006957107042746,139872.0,-0.4689720585441881,-0.8070791822898347
Country,FI,3,1.5936430169264622,2.459407558917188,0.6310385037046224,-0.0963026786022147,79028.0,0.12354593888475529,-0.05582356556093826
Country,FR,3,2.7346957589557315,3.996230507822391,0.7139338564390001,0.0824706932145182,91007.0,-0.23101896628518448,-0.41490260186152295
Country,AT,6,2.75402672532154,4.144037818105845,0.69268913083592,-0.220579165595669,165969.0,-0.2292245328784852,-0.4642924616018158
Country,BE,6,3.563810620107465,5.454288947543943,0.5438373189430803,-0.2571058375917411,125296.0,-0.29046312027530874,-0.6602139263412736
Country,ES,6,3.877620593284627,5.5962112888404425,0.4090419525818934,-0.1035003730803749,138989.0,-0.794626850757707,-1.3042624629689232
